text,source_dataset,source_subdomain,original_label,stratum,data_id
"Я устал так жыть, у меня пропала желания штото делать, родители выгнали из дому, уже как год они меня не кормят, а все потому што я учится не хотел, у меня все што осталась ето друзья, спасибо хоть им што они меня не предали, ета так больно когда родные от тебя отварачиваются.",presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;деструктивное поведение/проблемы с законом, дисциплиной;проблемы в семье/сложные отношения с родственниками",presuicidal_multilabel_conj,6f9493bd16454b2f869882813921dfef-0
"Мысли о смерти посещают меня с 15 лет, я много думаю о том, что смысла в жизни нет, потому что я разочаровалась в ней, живу не знаю для чего, просто понимаю, что дальше темно и лучше уже не будет, я постоянно нахожусь дома, потому что не с кем куда-то сходить, да еще как-то спасает работа, но все равно с нее нужно возвращаться в съемное жилье, а там никто не ждет.",presuicidal,,"смерть/мысли о смерти;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,34052a0dcc1945d4988c5c723bec1f2c-5
"у меня проблема-мне 17 лет я боюсь жить меня пугает почти все у меня очень много врагов, которые постоянно дают о себе знать меня называют всякими словами обижают я не могу ничего с этим сделать у меня уже почти 2 года плохое настроение засыпаю в плохому настроению и просипаюсь тоже у меня нет друзей я пытался их найти, но не получилось хочу умереть чтобы это все закончилось жить постоянно в страхе очень тяжело у меня проблемы с нервной психикой я пробовал поменять свой стиль жизни, но ничего не изменилось что мне делать",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;смерть/мысли о смерти",presuicidal_multilabel_conj,19bd5a8d416d4ff7b0dfd3f28a3af17b-0
Я ненавижу себя и свою жизнь.,presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание;другое/деструктивные установки",presuicidal_multilabel_conj,8039d24e990c4dec8eca8d7704779222-0
"С каждым днем только хуже, срывы, истерики, слезы, мысли о самоубийстве вообще впереди планеты всей, только вот слаб я для того чтобы убиться, осознаю это и становится еще хуже, пытался наглотаться таблеток-не вышло как видите, плохой способ.",presuicidal,,"защитные факторы/позитивные установки;клинические проявления/плач, истерики;клинические проявления/попытка суицида в прошлом;смерть/мысли о смерти",presuicidal_multilabel_conj,822e976e3fd54ec9bc6577ac6bd64547-5
"Я. особо ничего не хочу, если же вы просто попадали в такие ситуации и вы думаете что жизнь уже окончена, и не надо жить, то ответьте мне пожалуйста как с этим покончить кто сталкивался",presuicidal,,"защитные факторы/поиск помощи;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,24e7e7e7f9214539b8df973e3400d59f-1
"Не могу спать, по ночам - каждый день просыпаюсь в 3 ночи, и начинается - лезет какой-то бред, что нужно совершить суицид, или сломать себе что нибудь",presuicidal,,клинические проявления/бессоница;деструктивное поведение/самоповреждение;смерть/мысли о смерти,presuicidal_multilabel_conj,826343f116ff44d4930086cb241e5e0f-0
"летом нужно было где-то жить, за что-то есть, на работу меня никуда не брали или брали но платили мизерную зп, помощи от близких не было.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;чувства/одиночество, непонимание, изоляция, брошенность;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_conj,3fb0d251c06948249d961ed3d142f7a2-21
"От дома мамы я в 500км+ денег ноль, срок не маленький, куда идти то?",presuicidal,,"проблемы в семье/трудности с беременностью, аборт, выкидыш;чувства/беспомощность, безвыходность, безнадежность, отчаяние;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_conj,8b28ef9a83894010b29d4c9e0031e562-1
"У меня тоже жёсткие родители, я их ненавижу, тем более всю семью свою кошку всех вообще чтобы они сдохли все я мечтаю съехать из дому и жить отдельно года считаю скорее бы мать и отец сердятся на меня были попытки суицида и все неудачные помогрте пожалуйста другие нормальные люди заводят семьи а я как кусок дерьма ни новой семьи ничего живу с рваньем и старьем я жить не хочу",presuicidal,,"клинические проявления/попытка суицида в прошлом;проблемы в семье/сложные отношения с родственниками;чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_multilabel_conj,6ed9c37e823f4ea5922af541b8d155cb-0
"Да может я и глупость скажу, но сам факт Я ЖИТЬ БОЛЬШЕ НЕХОЧУ.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,7d28f1d097bb4c6c87e2510461fb2685-1
"Но придя домой я разревелась, чувствуя свою ущербность.",presuicidal,,"клинические проявления/плач, истерики;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,1b77a04d466b4b00a6fd18f71ac13d9f-12
"С одной стороны я может и хочу в детский дом, а умереть мне хочется больше.",presuicidal,,клинические проявления/другие психические расстройства;смерть/мысли о смерти,presuicidal_multilabel_conj,cc5fa9cabd32496baa9a214e011dcf18-2
"Я была счастлива, впервые за все годы я была безумно счастлива, я верила что он моя половинка, да что уж там, не половинка, он это я!",presuicidal,,"защитные факторы/выражение любви;защитные факторы/выражение счастья, радости, удовлетворенности",presuicidal_multilabel_conj,ae550959f27e473895843d82caee5055-17
"Я их всех очень люблю, и дал себе слово что буду жить только ради них.",presuicidal,,защитные факторы/выражение любви;защитные факторы/позитивные установки,presuicidal_multilabel_conj,de4fa5f92b9b462397c554d9f8855171-6
"Он начал пить, я уходила, возвращалась, он закодировался, не пьет третий год. В июне этого года можно снова будет пить.",presuicidal,,"клинические проявления/плач, истерики;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,cc74a3da245647df9cd911a69e0e0741-2
"Уже в 16 у меня появились мысли о суициде, мне не для чего жить, себя я не люблю да и мама меня тоже не любит.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,24078e6e46254e3aaba8c3748cc0df76-13
"Я почти ничего не ем, живу последние дни в предчувствии страшной смерти от удушья :.",presuicidal,,клинические проявления/расстройство пищевого поведения (рпп);клинические проявления/другие психические расстройства,presuicidal_multilabel_conj,e70b841502634b29a14d068eec70d56c-6
Потом нашла для себя отдушину ( негатив) Триада) реп группа поставила меня на ноги начала бегать по утрам перестала с кем либо общается завела себе twitter и писала что чувствую там всего записи 3 и я опять впала в депрессию мама так погрузилась в онлайн игры что с работы приходит садится за компьютер спать ложится в 3 часа ночи в магазин хожу я работа по дома я готовка я. Я психанула набрала из аптечки таблеток и проглотила это было тяжело меня тошнило мне было плохо и я легла спать потом в 3 часа ночи у меня была слуховая галлюцинация.,presuicidal,,"клинические проявления/депрессия;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,b189d49e2c2d493f9f4d1ea443a25c42-11
"Я сказала я богом клянусь я тебя люблю прости, а он сказал пошла ты.",presuicidal,,"защитные факторы/выражение любви;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,dabd422a10174111b74c86e1496e8229-2
"Друзей у меня никогда не было, меня постоянно травили в школе, когда возвращался домой били родители.",presuicidal,,"проблемы в семье/физическое насилие;проблемы в семье/сложные отношения с родственниками;проблемы во внешнем мире/травля, физическое насилие",presuicidal_multilabel_conj,2291cb80ebad4acabf93f9c469825045-2
"Была у этого деспода племянница, на год младше меня, и когда мне было уже 9, в один прекрасный день ему азбрела в голову идея, почему бы и не сблизить наше с ней и без того хорошее общение, мы с ней ходили в одну школу, она была слабая, красивая и легко управляемая девчушка, чем часто пользовались ее однокласники, всячески издеваясь над ней, шпыняя, и подставляя.",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,866750e0330d44eb9558f2a39d32c98f-7
"Я хочу быть нормальным человеком, любить и быть любимым, но с этой депрессией я не могу ничего сделать.",presuicidal,,"клинические проявления/депрессия;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,8c01623d38104c4b8a4cbc265a42addf-21
"искреннелюбили Он постоянно говорит что я никому не нужна, что я потихоньку уже в это верюДрузей у меня так и не появилось, все только и стараются нагадить, меня уволили с хорошей работы, как оказалось из-за тех кого я считала друзьями, в лицо все мило улыбались, а в это время плели сплетни и интриги.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_conj,455bba1f40b64a05a17a03f9d1ab36ee-9
психолог сказала мне что своими истериками я манипулирую людьми чтобы они уделяли мне больше времени я и сама это понимала но когда тебе такое говорят думаешь об этом сильнее и теперь я не хочу никому жаловаться просто пиздец,presuicidal,,"клинические проявления/другие психические расстройства;клинические проявления/плач, истерики",presuicidal_multilabel_conj,9bee0335779e4937b6301c9e82cb44b4-0
"Итак начнем с того что я родилась не совсем здоровой (в последствии у меня левостронний гимапарес, но инвалидности нет, да и я почти физически нормальная благодаря родителям (особенно маме, именно она меня вытянула, не отдала в спец садик, потом в школу, я даже закончила вуз с красным дипломом ( на этом и все.",presuicidal,,"защитные факторы/позитивная самооценка;клинические проявления/физические заболевания, инвалидность",presuicidal_multilabel_conj,13caa466027b4fbfaf1a8bd02d7ed46a-12
"Хотя, нет, есть друзья, это наркотики, которые я употребляю ежедневно для того, чтобы снять тревогу, уйти от одиночества и погрузиться в другой мир, иллюзий, в котором нет обыденных проблем, серых будней, и этого страшного одиночества.",presuicidal,,"клинические проявления/тревожность, страх, фобии;деструктивное поведение/алкоголь и наркотики;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,1a196e40cdd9461bba3372e30c5aea3a-3
"На свою жизнь я не жалуюсь, есть хлеб, кров и удобства Но последние месяца 4 меня постоянно посещают суицидальные мысли, частые затяжные депрессии, почти без причины.",presuicidal,,клинические проявления/депрессия;смерть/мысли о смерти,presuicidal_multilabel_conj,ce8d6d30a6ec4ddfa74e01a1a7ad0d99-3
"Я была на грани срыва, и не взирая на такую его «любовь», он постоянно на меня срывался, я постоянно всё делала не так, в следствии чего, скандалы и ссоры, в плоть до драк.",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,7f38fc3a821a42548295cbb8e0335587-17
"Решила что буду разводится, мои родители вроде поддерживают меня но только на словах.",presuicidal,,проблемы в семье/распад семьи;проблемы в семье/сложные отношения с родственниками,presuicidal_multilabel_conj,64524ce1d9304546b1e610fd23448018-19
"На сегодняшний момент у меня 250000 долга, которые мне нечем платить, у меня нет работы и нам реально нечего есть.",presuicidal,,"другое/проблемы с профессиональным определением и реализацией;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_conj,f68acc1a0dab492786d7c4af9565a1ce-26
"Незнаю когда это произошло, может в детстве, когда меня выгонял из дома отец, за то что я пыталась защитить маму, а может позже, когда люди перестали меня понимать, Незнаю да и мне плевать.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,6b10814085934ad98980d5e6ed2f3eff-3
"Какие у меня сейчас чувства:ОДИНОЧЕСТВО, тоска, я почти каждый день думаю о смерти, но меня останавливает моя мама( она на инвалидности) и моя лапочка дочка.",presuicidal,,"смерть/мысли о смерти;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,d1c5eea779d845ee88b007df859268bc-50
друзья есть но я не чувствую себя хорошо с ними не то что было раньше( хочу умереть устала от себя от своего ужасного тела и душы.,presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,d7c3d9b9d0b140dd9453ce911e80d192-16
Я уже изнемогаю от безисходности и мрака унижения.,presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_conj,ca521bcc9d554118b70ba06cb14a0352-22
"Я безумно люблю своих детей, вот поэтому ещё как то карабкаюсь.",presuicidal,,защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей,presuicidal_multilabel_conj,fa7a4bd765ba44399fbf494b8137601a-9
"А у меня просто уже нет сил, и никто из них этого не поймет, нет никого рядом, чтобы понимал, какого мне, и как это, когда ничего больше не нужно в жизни, когда ничего больше не приносит радости и единственная мечта - это умереть, чтобы все это наконец закончилось, чтобы прошла эта ужасная боль внутри, от которой невозможно даже спать.",presuicidal,,"клинические проявления/бессоница;клинические проявления/усталость, стресс, истощение ресурсов;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,1e81932a5b67445299740ec94729bc42-2
"Понимаю что самоубийство не выход, но и выхода из своей ситуации я не вижу.",presuicidal,,"смерть/мысли о смерти;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_conj,5774f4a83e4c41f3a5e63ca7b7dcf064-27
"Я просто глубоко несчастный человек, одинокий человек, который часто думает уйти из этой жизни.",presuicidal,,"смерть/мысли о смерти;чувства/одиночество, непонимание, изоляция, брошенность;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,214c0f1486074555a41e2487c7ae717b-0
"Но когда наступила депрессия, то все не просто отвернулись и стали избегать, но при этом еще и говорить на тему того, какое я ничтожество, что не справляюсь, кричать на меня, обвинять.",presuicidal,,"клинические проявления/депрессия;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,1e81932a5b67445299740ec94729bc42-1
"Постоянно кого я не по люблю мне изменяют и продают я живу с парнем уже три года и узнала что он мне изменяет и точек меня в грязь я больше не хочу жить в обмане предательсви и я знаю что я ещё молодая девушка но мне больно я сейчас стою ( ред. мод) и хочу просто покончить с собой, я устала плакать",presuicidal,,"клинические проявления/плач, истерики;смерть/мысли о смерти;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_conj,6f0702b7af06438ab70c3c3ce10fe4d5-0
"я сейчас не хочу жить, а отношения какие отношения он же опять меня бросит да по другому не может быть.",presuicidal,,"смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,2cd05a02023d4e58b61f4d24dee25666-11
Я постоянно хочу спать где бы не была но не где не могу заснуть.,presuicidal,,"клинические проявления/бессоница;клинические проявления/усталость, стресс, истощение ресурсов",presuicidal_multilabel_conj,35f00389f9ad40cbbb2d8f2f1c0274fd-3
"Можно многое еще что сказать но в данный момент я просто хочу умереть, просто провалиться сквозь землю и забыть все и вся.",presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,26fe9d22e8ef4395926da8b33a6dd522-13
"И семья, которую я очень люблю, но совсем не вижу и которой не могу ничего дать.",presuicidal,,защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей,presuicidal_multilabel_conj,3e774a28f078434abf9fd3b2b0b7c8a6-66
"Докладываю: нет работы, нет девушки, нет друзей и даже приятелей, здоровье ужасное - у меня после некоторых событий развилась и почти не лечится заболевание ""мелкоочаговая лейкоэнцефалопатия"", из родных одна мать, которая сама инвалид и чуть живая ( хотя, есть младшая сестра, которая замужем и живет отдельно и ей на меня сцать, нет денег ( нет денег даже пойти нажраться дешевого пойла, а также нет смысла жизни и прочих составляющих этого атрибута ( радости бытья, легкости и т. д. Я вот сижу, на хате, за которую уже неск. месяцев не платил, где из мебели только диван и комп. гляжу в окно и вижу одно дерьмо - серость, дождик моросит, народ ползает туда сюда, бомжи копаются в помойке, и я, наверно, месяц из дома не вылазил, кроме как в магаз, когда жрать совсем нечего.",presuicidal,,"клинические проявления/физические заболевания, инвалидность;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;чувства/одиночество, непонимание, изоляция, брошенность;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_conj,cb6a677677e940f1a943eee68af5245e-8
"Я и сама это понимаю, потому и не хочу больше жить.",presuicidal,,"смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,e3e29981d4c245198aba1ca359dd2cc1-23
"Сейчас - майские праздники, все поедут на шашлыки, будут развлекаться, а я опять буду сидеть за учебниками, без возможности хотя бы как-то отвлечься, потому что у меня нет друзей и нет денег.",presuicidal,,"чувства/одиночество, непонимание, изоляция, брошенность;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_conj,820da952bb434076b5894f4390402174-25
"Не хочу жить, я в отчаянии.",presuicidal,,"смерть/мысли о смерти;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_conj,f87a186a6c474ef2a5db7ae0084c3ac9-0
"новый учитель меня ненавидел, мы живем возле кладбища сейчас мне 12 лет я хочу умереть, но не хочу.",presuicidal,,защитные факторы/позитивные установки;смерть/мысли о смерти,presuicidal_multilabel_conj,c0cd2895c257413cbfd0fa5fde6aaec0-6
"Мне 19 лет, никогда не было ни отношений, ни любви, ни друзей настоящих, ничего.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,b8533e2f9a7940af94a542e5f5803167-1
"У меня нет цели в жизни, и её никогда не будет.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание;другое/деструктивные установки",presuicidal_multilabel_conj,582fe6b494b84f44bba0e63f47b9af08-17
"Несколько раз не ходила потому что мне казалось, что одногруппники решили от меня избавиться.",presuicidal,,"деструктивное поведение/проблемы с законом, дисциплиной;проблемы во внешнем мире/травля, физическое насилие",presuicidal_multilabel_conj,fe20c3ab53314b56a204b869e1c63ff0-16
Я уже 4 год его люблю и что делать не знаю.,presuicidal,,"защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_conj,d538928f4a15464b8a6a198d088acddb-8
"Я близка к тому, чтобы убить себя, близка так, как никогда не была близка, но я не хочу умирать, не хочу исчезнуть просто так, не хочу потерять шанс стать кем-то, помочь кому-то, стать для кого-то хорошим другом или просто человеком, на которого можно положиться.",presuicidal,,защитные факторы/позитивные установки;смерть/мысли о смерти,presuicidal_multilabel_conj,e47db6c34d1c4aa1a94266632a84ccf1-8
"Я ее очень люблю и с ней мне хорошо, она единственный человек которому я всегда рад, который может поднять мне настроение когда мне совсем плохо.",presuicidal,,защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей,presuicidal_multilabel_conj,57d276f9c77748f1996063bd798eb34a-3
"Осознание, что жизнь прошла накрыло меня так, что внутри яма, пустота.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,187b18d8f957431a908c0e093805fea6-8
"У меня нет никого кто бы меня обнял, я очень устала и хочу просто умереть",presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;смерть/мысли о смерти;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,f47f0f22cf814bcdbf65387ad1d89e65-5
"Пыталась вытащить себя из этого состояния, придумывая себе новые занятия, но ничего не приносило мне удовольствия и в итоге забрасывалось.",presuicidal,,"защитные факторы/наличие целей, планов на будущее, любимого дела;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,252157e8fbe5450a919cb18f1bff26a2-10
