text,source_dataset,source_subdomain,original_label,stratum,data_id
"Я устал так жыть, у меня пропала желания штото делать, родители выгнали из дому, уже как год они меня не кормят, а все потому што я учится не хотел, у меня все што осталась ето друзья, спасибо хоть им што они меня не предали, ета так больно когда родные от тебя отварачиваются.",presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;деструктивное поведение/проблемы с законом, дисциплиной;проблемы в семье/сложные отношения с родственниками",presuicidal_multilabel_conj,6f9493bd16454b2f869882813921dfef-0
"Мысли о смерти посещают меня с 15 лет, я много думаю о том, что смысла в жизни нет, потому что я разочаровалась в ней, живу не знаю для чего, просто понимаю, что дальше темно и лучше уже не будет, я постоянно нахожусь дома, потому что не с кем куда-то сходить, да еще как-то спасает работа, но все равно с нее нужно возвращаться в съемное жилье, а там никто не ждет.",presuicidal,,"смерть/мысли о смерти;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,34052a0dcc1945d4988c5c723bec1f2c-5
"у меня проблема-мне 17 лет я боюсь жить меня пугает почти все у меня очень много врагов, которые постоянно дают о себе знать меня называют всякими словами обижают я не могу ничего с этим сделать у меня уже почти 2 года плохое настроение засыпаю в плохому настроению и просипаюсь тоже у меня нет друзей я пытался их найти, но не получилось хочу умереть чтобы это все закончилось жить постоянно в страхе очень тяжело у меня проблемы с нервной психикой я пробовал поменять свой стиль жизни, но ничего не изменилось что мне делать",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;смерть/мысли о смерти",presuicidal_multilabel_conj,19bd5a8d416d4ff7b0dfd3f28a3af17b-0
Я ненавижу себя и свою жизнь.,presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание;другое/деструктивные установки",presuicidal_multilabel_conj,8039d24e990c4dec8eca8d7704779222-0
"С каждым днем только хуже, срывы, истерики, слезы, мысли о самоубийстве вообще впереди планеты всей, только вот слаб я для того чтобы убиться, осознаю это и становится еще хуже, пытался наглотаться таблеток-не вышло как видите, плохой способ.",presuicidal,,"защитные факторы/позитивные установки;клинические проявления/плач, истерики;клинические проявления/попытка суицида в прошлом;смерть/мысли о смерти",presuicidal_multilabel_conj,822e976e3fd54ec9bc6577ac6bd64547-5
"Я. особо ничего не хочу, если же вы просто попадали в такие ситуации и вы думаете что жизнь уже окончена, и не надо жить, то ответьте мне пожалуйста как с этим покончить кто сталкивался",presuicidal,,"защитные факторы/поиск помощи;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,24e7e7e7f9214539b8df973e3400d59f-1
"Не могу спать, по ночам - каждый день просыпаюсь в 3 ночи, и начинается - лезет какой-то бред, что нужно совершить суицид, или сломать себе что нибудь",presuicidal,,клинические проявления/бессоница;деструктивное поведение/самоповреждение;смерть/мысли о смерти,presuicidal_multilabel_conj,826343f116ff44d4930086cb241e5e0f-0
"летом нужно было где-то жить, за что-то есть, на работу меня никуда не брали или брали но платили мизерную зп, помощи от близких не было.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;чувства/одиночество, непонимание, изоляция, брошенность;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_conj,3fb0d251c06948249d961ed3d142f7a2-21
"От дома мамы я в 500км+ денег ноль, срок не маленький, куда идти то?",presuicidal,,"проблемы в семье/трудности с беременностью, аборт, выкидыш;чувства/беспомощность, безвыходность, безнадежность, отчаяние;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_conj,8b28ef9a83894010b29d4c9e0031e562-1
"У меня тоже жёсткие родители, я их ненавижу, тем более всю семью свою кошку всех вообще чтобы они сдохли все я мечтаю съехать из дому и жить отдельно года считаю скорее бы мать и отец сердятся на меня были попытки суицида и все неудачные помогрте пожалуйста другие нормальные люди заводят семьи а я как кусок дерьма ни новой семьи ничего живу с рваньем и старьем я жить не хочу",presuicidal,,"клинические проявления/попытка суицида в прошлом;проблемы в семье/сложные отношения с родственниками;чувства/агрессия, гнев, обида, злость, раздражительность, ревность, несправедливость",presuicidal_multilabel_conj,6ed9c37e823f4ea5922af541b8d155cb-0
"Да может я и глупость скажу, но сам факт Я ЖИТЬ БОЛЬШЕ НЕХОЧУ.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,7d28f1d097bb4c6c87e2510461fb2685-1
"Но придя домой я разревелась, чувствуя свою ущербность.",presuicidal,,"клинические проявления/плач, истерики;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,1b77a04d466b4b00a6fd18f71ac13d9f-12
"С одной стороны я может и хочу в детский дом, а умереть мне хочется больше.",presuicidal,,клинические проявления/другие психические расстройства;смерть/мысли о смерти,presuicidal_multilabel_conj,cc5fa9cabd32496baa9a214e011dcf18-2
"Я была счастлива, впервые за все годы я была безумно счастлива, я верила что он моя половинка, да что уж там, не половинка, он это я!",presuicidal,,"защитные факторы/выражение любви;защитные факторы/выражение счастья, радости, удовлетворенности",presuicidal_multilabel_conj,ae550959f27e473895843d82caee5055-17
"Я их всех очень люблю, и дал себе слово что буду жить только ради них.",presuicidal,,защитные факторы/выражение любви;защитные факторы/позитивные установки,presuicidal_multilabel_conj,de4fa5f92b9b462397c554d9f8855171-6
"Он начал пить, я уходила, возвращалась, он закодировался, не пьет третий год. В июне этого года можно снова будет пить.",presuicidal,,"клинические проявления/плач, истерики;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,cc74a3da245647df9cd911a69e0e0741-2
"Уже в 16 у меня появились мысли о суициде, мне не для чего жить, себя я не люблю да и мама меня тоже не любит.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;смерть/мысли о смерти;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_conj,24078e6e46254e3aaba8c3748cc0df76-13
"Я почти ничего не ем, живу последние дни в предчувствии страшной смерти от удушья :.",presuicidal,,клинические проявления/расстройство пищевого поведения (рпп);клинические проявления/другие психические расстройства,presuicidal_multilabel_conj,e70b841502634b29a14d068eec70d56c-6
Потом нашла для себя отдушину ( негатив) Триада) реп группа поставила меня на ноги начала бегать по утрам перестала с кем либо общается завела себе twitter и писала что чувствую там всего записи 3 и я опять впала в депрессию мама так погрузилась в онлайн игры что с работы приходит садится за компьютер спать ложится в 3 часа ночи в магазин хожу я работа по дома я готовка я. Я психанула набрала из аптечки таблеток и проглотила это было тяжело меня тошнило мне было плохо и я легла спать потом в 3 часа ночи у меня была слуховая галлюцинация.,presuicidal,,"клинические проявления/депрессия;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_conj,b189d49e2c2d493f9f4d1ea443a25c42-11
"Я сказала я богом клянусь я тебя люблю прости, а он сказал пошла ты.",presuicidal,,"защитные факторы/выражение любви;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,dabd422a10174111b74c86e1496e8229-2
"Друзей у меня никогда не было, меня постоянно травили в школе, когда возвращался домой били родители.",presuicidal,,"проблемы в семье/физическое насилие;проблемы в семье/сложные отношения с родственниками;проблемы во внешнем мире/травля, физическое насилие",presuicidal_multilabel_conj,2291cb80ebad4acabf93f9c469825045-2
"Была у этого деспода племянница, на год младше меня, и когда мне было уже 9, в один прекрасный день ему азбрела в голову идея, почему бы и не сблизить наше с ней и без того хорошее общение, мы с ней ходили в одну школу, она была слабая, красивая и легко управляемая девчушка, чем часто пользовались ее однокласники, всячески издеваясь над ней, шпыняя, и подставляя.",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,866750e0330d44eb9558f2a39d32c98f-7
"Я хочу быть нормальным человеком, любить и быть любимым, но с этой депрессией я не могу ничего сделать.",presuicidal,,"клинические проявления/депрессия;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,8c01623d38104c4b8a4cbc265a42addf-21
"искреннелюбили Он постоянно говорит что я никому не нужна, что я потихоньку уже в это верюДрузей у меня так и не появилось, все только и стараются нагадить, меня уволили с хорошей работы, как оказалось из-за тех кого я считала друзьями, в лицо все мило улыбались, а в это время плели сплетни и интриги.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_conj,455bba1f40b64a05a17a03f9d1ab36ee-9
психолог сказала мне что своими истериками я манипулирую людьми чтобы они уделяли мне больше времени я и сама это понимала но когда тебе такое говорят думаешь об этом сильнее и теперь я не хочу никому жаловаться просто пиздец,presuicidal,,"клинические проявления/другие психические расстройства;клинические проявления/плач, истерики",presuicidal_multilabel_conj,9bee0335779e4937b6301c9e82cb44b4-0
"Итак начнем с того что я родилась не совсем здоровой (в последствии у меня левостронний гимапарес, но инвалидности нет, да и я почти физически нормальная благодаря родителям (особенно маме, именно она меня вытянула, не отдала в спец садик, потом в школу, я даже закончила вуз с красным дипломом ( на этом и все.",presuicidal,,"защитные факторы/позитивная самооценка;клинические проявления/физические заболевания, инвалидность",presuicidal_multilabel_conj,13caa466027b4fbfaf1a8bd02d7ed46a-12
"Хотя, нет, есть друзья, это наркотики, которые я употребляю ежедневно для того, чтобы снять тревогу, уйти от одиночества и погрузиться в другой мир, иллюзий, в котором нет обыденных проблем, серых будней, и этого страшного одиночества.",presuicidal,,"клинические проявления/тревожность, страх, фобии;деструктивное поведение/алкоголь и наркотики;чувства/одиночество, непонимание, изоляция, брошенность",presuicidal_multilabel_conj,1a196e40cdd9461bba3372e30c5aea3a-3
"На свою жизнь я не жалуюсь, есть хлеб, кров и удобства Но последние месяца 4 меня постоянно посещают суицидальные мысли, частые затяжные депрессии, почти без причины.",presuicidal,,клинические проявления/депрессия;смерть/мысли о смерти,presuicidal_multilabel_conj,ce8d6d30a6ec4ddfa74e01a1a7ad0d99-3
"Я была на грани срыва, и не взирая на такую его «любовь», он постоянно на меня срывался, я постоянно всё делала не так, в следствии чего, скандалы и ссоры, в плоть до драк.",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,7f38fc3a821a42548295cbb8e0335587-17
"Решила что буду разводится, мои родители вроде поддерживают меня но только на словах.",presuicidal,,проблемы в семье/распад семьи;проблемы в семье/сложные отношения с родственниками,presuicidal_multilabel_conj,64524ce1d9304546b1e610fd23448018-19
"На сегодняшний момент у меня 250000 долга, которые мне нечем платить, у меня нет работы и нам реально нечего есть.",presuicidal,,"другое/проблемы с профессиональным определением и реализацией;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_conj,f68acc1a0dab492786d7c4af9565a1ce-26
"Незнаю когда это произошло, может в детстве, когда меня выгонял из дома отец, за то что я пыталась защитить маму, а может позже, когда люди перестали меня понимать, Незнаю да и мне плевать.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_conj,6b10814085934ad98980d5e6ed2f3eff-3
"Моя собственная мать, сейчас, вместе с бывшим мужем хочет отобрвть у меня детей.",presuicidal,,проблемы в семье/распад семьи;проблемы в семье/сложные отношения с родственниками,presuicidal_multilabel_bsp,1aee33da8f39497aacb1607b44eef469-20
"Я была красивая, жизнерадостная, веселая.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности;защитные факторы/позитивная самооценка",presuicidal_multilabel_bsp,06899711893f4424b8775a59314ff52c-16
"У меня все хорошо, трое за замечательных детей, муж, мама.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности;защитные факторы/наличие позитивных социальных связей",presuicidal_multilabel_bsp,415b5c528cd14524869e9a406aeef653-2
"Я хочу покончить с собой, мне очень тяжело терпеть это на протяжении 3 лет.",presuicidal,,"смерть/мысли о смерти;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_bsp,e96e59aefd734e74a4aa8edca9bfa03d-19
"Я в проблемах, без образования, по уши в долгах.",presuicidal,,"другое/проблемы с профессиональным определением и реализацией;другое/проблемы с деньгами (нищенство, долги)",presuicidal_multilabel_bsp,12662f04f8b84525a7b34ee12100c0ef-2
"Мне было плохо два месяца, сейчас выхожу уже из депрессии, в принципе, мне любая поддержка сейчас пригодится.",presuicidal,,защитные факторы/поиск помощи;защитные факторы/положительная динамика;клинические проявления/депрессия,presuicidal_multilabel_bsp,d0e58441652343e8871f7d065a539b42-3
"У меня есть семья, нет острой необходимости работать, огромное количество свободного времени, есть хобби.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности;защитные факторы/наличие целей, планов на будущее, любимого дела",presuicidal_multilabel_bsp,830e971758fc4571aa36a21ea580863a-3
"Недавно закончила институт, мне очень нравилось учиться, нравилась наша группа.",presuicidal,,"защитные факторы/наличие позитивных социальных связей;защитные факторы/наличие целей, планов на будущее, любимого дела;защитные факторы/позитивная самооценка",presuicidal_multilabel_bsp,bab2710f8ed04e69bca3a0890f85ea8b-1
"Вышла я с больничного другим человеком - жалким, беспомощным.",presuicidal,,"клинические проявления/физические заболевания, инвалидность;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_bsp,4338817eb73b42da862e6391fead0def-8
"В 11 классе я перешла в новую школу, в которой было прекрасно всё: я любила всех одноклассников, учителей.",presuicidal,,"защитные факторы/выражение любви;защитные факторы/выражение счастья, радости, удовлетворенности",presuicidal_multilabel_bsp,113d038739c24fa4b5bdadd07653a8c9-9
"Друзей у меня нет, приходить было некому, мама меня навещала постоянно, даже ночами сидела.",presuicidal,,"защитные факторы/наличие позитивных социальных связей;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_bsp,fec4b6244f0e46d19da21d80586a87d7-116
"Я умерла 4 года назад, осталась оболочка.",presuicidal,,"чувства/душевное опустошение, подавленность, тоска, грусть;другое/деструктивные установки",presuicidal_multilabel_bsp,29a155455e304031bfa30f3983662a3b-13
"Я хочу покончить с собой, это невыносимо!",presuicidal,,"смерть/мысли о смерти;чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_multilabel_bsp,72dab57de8aa48fd8908723b925177ca-2
"Надо мной смеются даже люди, которые слабее меня, я вообще в этой жизни никто.",presuicidal,,"проблемы во внешнем мире/травля, физическое насилие;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_bsp,9e924d21b8e54107b6a97ea252fb9351-0
"Я люблю одного человека, вместе с которым мы уже три года.",presuicidal,,защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей,presuicidal_multilabel_bsp,03445cc8f5134db9a71a4c35cfa201e2-9
"Всё еще усугубляют некоторые проблемы со здоровьем, я заикающийся очкарик.",presuicidal,,"клинические проявления/физические заболевания, инвалидность;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_bsp,2df8795a592542d2a1faf0cdaa8774a1-11
"У меня есть сын, я его очень очень люблю.",presuicidal,,защитные факторы/выражение любви;защитные факторы/наличие позитивных социальных связей,presuicidal_multilabel_bsp,d681c53f74874dd3bcb658f58e077eea-4
"Я больна неизлечимой болезнью, нет смысла жить.",presuicidal,,"клинические проявления/физические заболевания, инвалидность;смерть/мысли о смерти",presuicidal_multilabel_bsp,031239da97554e83aaefd6358560b9c6-0
"Я устала от этого ""опять"" - опять бессонница, опять общежитие, опять работа.",presuicidal,,"клинические проявления/бессоница;клинические проявления/усталость, стресс, истощение ресурсов",presuicidal_multilabel_bsp,4f07c1ded0c5449bbc0f1088d9f638bb-33
"Я потерял интерес к жизни, хочется просто сдохнуть.",presuicidal,,смерть/мысли о смерти;смерть/намерения самоубийства,presuicidal_multilabel_bsp,0f297cd48b944b668744c416430c76d6-1
"Ушел в никуда с ненавистной мне работы, безвылазно сижу дома.",presuicidal,,"чувства/душевное опустошение, подавленность, тоска, грусть;другое/проблемы с профессиональным определением и реализацией",presuicidal_multilabel_bsp,045b10be2aa342489f4aa3a3a8a9d4c5-1
"Тело онемело, затряслось, пошли слезы, я задыхался.",presuicidal,,"клинические проявления/физические заболевания, инвалидность;клинические проявления/плач, истерики",presuicidal_multilabel_bsp,ffe862de16e540bd88f20d12ab4af64f-107
"Родился в селе в те самые 90-е. в школе учился хорошо до класса 7-8. родила меня мать в 17 лет( ее изнасиловал мой биологический отец, выпивала, ее родители алкоголики.",presuicidal,,деструктивное поведение/алкоголь и наркотики;проблемы во внешнем мире/сексуализированное насилие,presuicidal_multilabel_bsp,50ab74e0bf124beca699a510b85c5bc9-2
"Я уже так устала от этой борьбы, борьбы с родителями, борьбы с парнем, борьбы с собой.",presuicidal,,"проблемы в семье/сложные отношения с родственниками;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений;чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_multilabel_bsp,4e3c7cc6cd2944b1b6693807754c8e08-19
"У меня была попытка суицида, после чего попал в псих-лечебницу.",presuicidal,,клинические проявления/другие психические расстройства;клинические проявления/попытка суицида в прошлом,presuicidal_multilabel_bsp,7b18ccae29be4ed3b8d22ca4bf58c2b0-3
"Из-за девушки, отвергшей мои чувства, я хотел покончить с собой.",presuicidal,,"клинические проявления/попытка суицида в прошлом;проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_multilabel_bsp,f5a06360b873433198e4643bdede29f2-1
"Я устал видеть, слышать, чувствовать, думать, в самом буквальном значении этих слов.",presuicidal,,"клинические проявления/усталость, стресс, истощение ресурсов;чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_multilabel_bsp,78e37c7cfa2c40c4a921c9944e5b62f1-2
"Мы хорошо живем, у нас всё есть, через два года переедем в Кудрово ближе к Питеру.",presuicidal,,"защитные факторы/выражение счастья, радости, удовлетворенности;защитные факторы/наличие целей, планов на будущее, любимого дела",presuicidal_multilabel_bsp,51f4bd6c865c40dfa06c89781d5d441f-16
"Проучившись там 1, 5 года, я ещё больше убедилась, что мне совершенно не подходит эта профессия, что у меня нет к ней никаких способностей и всё таки забрала документы, родителям сообщать не стала.",presuicidal,,нерелевантный,presuicidal_monolabel_long,75a2c9b18c8041e8b2b5235c726b9162-7
"Родители привыкли меня опекать, мне 26 лет, но они не слышат чего хочу я, они всегда хотят навязать мне свое мнение.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,e4771e1bea2e459589b3f9e8b39d6998-2
"Мысли о суициде появились как-то спонтанно, а 19 я уже пыталась повеситься, я была одна дома, но это не удалось, к сожалению.",presuicidal,,клинические проявления/попытка суицида в прошлом,presuicidal_monolabel_long,78f0a6ab0ccc4c398a6b6c99b0349d46-17
"Меня раньше как-то мало заботил мой статус, финансовое состояние и т. п. Сейчас я на самом дне, с которого можно и не подняться.",presuicidal,,"чувства/беспомощность, безвыходность, безнадежность, отчаяние",presuicidal_monolabel_long,85430ccb111147faa98c74ec039aae45-137
на протяжении беременности я уже почуствовала себя мамой я разговаривала с малышом на тот момент я не знала что там мальчик)но каким то оброзом называла его Аланчик)мой малыш.,presuicidal,,защитные факторы/наличие позитивных социальных связей,presuicidal_monolabel_long,49dfadde6f834044a404e47e4539f299-34
"Но в последнее время эта мысль все чаще появляется в моей голове и меня это сильно пугает, пугает то, что сорвусь и сделаю это, возьму лезвие и.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,940cc949fc7f46a5b7249fd536e69916-3
"Единственная мысль, которая всегда со мной, никогда не покидает меня она, а мысль эта о самоубийстве.",presuicidal,,смерть/мысли о смерти,presuicidal_monolabel_long,a6b62a903b2e4669b4363ae1db19ca08-3
"Мне 24, возраст для того чтобы радоваться жизни, но у меня всё не так. Когда я был маленьким, я всегда любил гулять, были друзья, про школу не забывал.",presuicidal,,"чувства/душевное опустошение, подавленность, тоска, грусть",presuicidal_monolabel_long,148e2d7e71b7411d8d2eee94d42b5c71-0
"У меня нет опыта в общении, не когда не общался с противоположным полом, и со своим тоже.",presuicidal,,нерелевантный,presuicidal_monolabel_long,164ffa50ef26459aa71a98c0a70e7083-41
"И опять получилось, что произошло это у меня на глазах, я ездила с ней в больницу, помогала врачам делать все процедуры, а она всё шептала, что умирает, а я все н хотела слушать.",presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_monolabel_long,f8c20c04943848f4abf33e2695893e9c-10
"Но сейчас при малейшей оплошности мама угрожает тем, что снова отправит меня к бабушке и отберет собаку и интернет( А я от него зависима.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,530e3003e0c648a48f7bd88a8ca50850-33
"Дело в том, что я постоянно переживаю за свои прошлые какие-то ошибки, поступки, осознаю то, что неправильно тогда поступала, постоянно мучаю себя, зачем?",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,8603c51d7a134c3382d62215c6a5c909-1
"Но мысль о том, что я осталась на второй год, что все думают, что я уехала лишь бы избежать позора не оставляет меня.",presuicidal,,"чувства/негативное самоощущение, вина, стыд, никчемность, самобичевание",presuicidal_monolabel_long,4c48db586fdc4ad880fce482181a6b3b-26
"Не правильно это хоронить своих детей, он был для меня всё, а как теперь дальше без него?",presuicidal,,"смерть/смерть, несчастный случай или суицид близких",presuicidal_monolabel_long,d1acc0f4f7344c43ad0bcbb732c46397-5
"Маме никогда нет до меня дела, она вечно на работе и ее поддержку и любовь я не получаю.",presuicidal,,проблемы в семье/сложные отношения с родственниками,presuicidal_monolabel_long,887686ab9e704526ae395264b6154e31-16
"Я чувствую себя среди людей не в своей тарелке, но было бы слишком просто списать это на социофобию, ведь с теми, кто был раньше, с друзьями было с самого начала легко и не страшно, просто все они - не те.",presuicidal,,"проблемы во внешнем мире/несчастная любовь, проблемы с друзьями, сложности построения отношений",presuicidal_monolabel_long,6320763667f840f89851aa649738f42e-12
"Вижу счастливые картины мира где меня никогда не было, прописываю всё до мелочей, портреты, характеры, случаи и всё лучше чем со мной!",presuicidal,,нерелевантный,presuicidal_monolabel_long,e962ad886ced454db3b6b14461a6046d-84
